pattern,k,frequency,expected occurrences,percentage
sooo,4,11,0.004198473282442748,0.41984732824427484
ooon,4,39,0.014885496183206106,1.4885496183206106
3os,3,4,0.0015267175572519084,0.15267175572519084
stn,3,6,0.0022900763358778627,0.22900763358778628
3ost,4,1,0.0003816793893129771,0.03816793893129771
ostn,4,1,0.0003816793893129771,0.03816793893129771
nn2,3,21,0.00801526717557252,0.8015267175572519
1nn2,4,2,0.0007633587786259542,0.07633587786259542
nn2t,4,8,0.0030534351145038168,0.3053435114503817
nos,3,12,0.004580152671755725,0.45801526717557256
2ttr,4,2,0.0007633587786259542,0.07633587786259542
7n,2,4,0.0015267175572519084,0.15267175572519084
oo7,3,5,0.0019083969465648854,0.19083969465648853
o7n,3,1,0.0003816793893129771,0.03816793893129771
7nt,3,1,0.0003816793893129771,0.03816793893129771
1oo7,4,1,0.0003816793893129771,0.03816793893129771
oo7n,4,1,0.0003816793893129771,0.03816793893129771
o7nt,4,1,0.0003816793893129771,0.03816793893129771
3or,3,9,0.003435114503816794,0.3435114503816794
3orn,4,8,0.0030534351145038168,0.3053435114503817
ornr,4,12,0.004580152671755725,0.45801526717557256
nrnt,4,7,0.0026717557251908397,0.26717557251908397
ttq,3,6,0.0022900763358778627,0.22900763358778628
2ttq,4,3,0.0011450381679389313,0.11450381679389314
ttqt,4,6,0.0022900763358778627,0.22900763358778628
ootr,4,11,0.004198473282442748,0.41984732824427484
2onr,4,3,0.0011450381679389313,0.11450381679389314
onrn,4,30,0.011450381679389313,1.1450381679389312
oton,4,16,0.0061068702290076335,0.6106870229007634
qts,3,20,0.007633587786259542,0.7633587786259541
1oor,4,8,0.0030534351145038168,0.3053435114503817
ot1,3,21,0.00801526717557252,0.8015267175572519
oot1,4,2,0.0007633587786259542,0.07633587786259542
ot1o,4,12,0.004580152671755725,0.45801526717557256
4ao,3,2,0.0007633587786259542,0.07633587786259542
1oo4,4,3,0.0011450381679389313,0.11450381679389314
o4ao,4,1,0.0003816793893129771,0.03816793893129771
4aoo,4,1,0.0003816793893129771,0.03816793893129771
2ot,3,54,0.020610687022900764,2.0610687022900764
2oto,4,15,0.0057251908396946565,0.5725190839694656
qta,3,13,0.004961832061068702,0.4961832061068702
tar,3,13,0.004961832061068702,0.4961832061068702
qtar,4,6,0.0022900763358778627,0.22900763358778628
tarn,4,12,0.004580152671755725,0.45801526717557256
arnn,4,8,0.0030534351145038168,0.3053435114503817
arno,4,6,0.0022900763358778627,0.22900763358778628
snos,4,1,0.0003816793893129771,0.03816793893129771
ntsr,4,1,0.0003816793893129771,0.03816793893129771
snt,3,4,0.0015267175572519084,0.15267175572519084
1asn,4,1,0.0003816793893129771,0.03816793893129771
asnt,4,1,0.0003816793893129771,0.03816793893129771
sntr,4,1,0.0003816793893129771,0.03816793893129771
t1nt,4,1,0.0003816793893129771,0.03816793893129771
toon,4,29,0.011068702290076336,1.1068702290076335
t1t,3,5,0.0019083969465648854,0.19083969465648853
1ts,3,7,0.0026717557251908397,0.26717557251908397
on2,3,12,0.004580152671755725,0.45801526717557256
on2t,4,5,0.0019083969465648854,0.19083969465648853
n2tt,4,1,0.0003816793893129771,0.03816793893129771
2oot,4,12,0.004580152671755725,0.45801526717557256
toot,4,15,0.0057251908396946565,0.5725190839694656
1nr,3,11,0.004198473282442748,0.41984732824427484
1ooq,4,3,0.0011450381679389313,0.11450381679389314
3oon,4,4,0.0015267175572519084,0.15267175572519084
1nq,3,7,0.0026717557251908397,0.26717557251908397
snn,3,10,0.003816793893129771,0.38167938931297707
tsnn,4,4,0.0015267175572519084,0.15267175572519084
snnn,4,2,0.0007633587786259542,0.07633587786259542
2s,2,7,0.0026717557251908397,0.26717557251908397
s1,2,6,0.0022900763358778627,0.22900763358778628
2s1,3,1,0.0003816793893129771,0.03816793893129771
s1o,3,2,0.0007633587786259542,0.07633587786259542
2s1o,4,1,0.0003816793893129771,0.03816793893129771
s1on,4,1,0.0003816793893129771,0.03816793893129771
2oq,3,15,0.0057251908396946565,0.5725190839694656
2oqt,4,14,0.0053435114503816794,0.5343511450381679
oqto,4,22,0.008396946564885497,0.8396946564885497
qtor,4,10,0.003816793893129771,0.38167938931297707
ttot,4,5,0.0019083969465648854,0.19083969465648853
nst,3,4,0.0015267175572519084,0.15267175572519084
t1s,3,4,0.0015267175572519084,0.15267175572519084
nso,3,19,0.007251908396946565,0.7251908396946565
nsn,3,3,0.0011450381679389313,0.11450381679389314
tn3,3,2,0.0007633587786259542,0.07633587786259542
3tn3,4,2,0.0007633587786259542,0.07633587786259542
tn3t,4,2,0.0007633587786259542,0.07633587786259542
n3to,4,1,0.0003816793893129771,0.03816793893129771
ttns,4,1,0.0003816793893129771,0.03816793893129771
7t,2,5,0.0019083969465648854,0.19083969465648853
7tn,3,1,0.0003816793893129771,0.03816793893129771
oo2,3,16,0.0061068702290076335,0.6106870229007634
4oo2,4,1,0.0003816793893129771,0.03816793893129771
oo2t,4,4,0.0015267175572519084,0.15267175572519084
2nnt,4,1,0.0003816793893129771,0.03816793893129771
nntt,4,2,0.0007633587786259542,0.07633587786259542
rnoa,4,1,0.0003816793893129771,0.03816793893129771
noao,4,5,0.0019083969465648854,0.19083969465648853
2t1,3,9,0.003435114503816794,0.3435114503816794
2t1o,4,3,0.0011450381679389313,0.11450381679389314
t1oo,4,15,0.0057251908396946565,0.5725190839694656
ooos,4,6,0.0022900763358778627,0.22900763358778628
s3,2,4,0.0015267175572519084,0.15267175572519084
os3,3,2,0.0007633587786259542,0.07633587786259542
s3q,3,1,0.0003816793893129771,0.03816793893129771
oos3,4,1,0.0003816793893129771,0.03816793893129771
os3q,4,1,0.0003816793893129771,0.03816793893129771
s3qt,4,1,0.0003816793893129771,0.03816793893129771
a5,2,1,0.0003816793893129771,0.03816793893129771
5o,2,11,0.004198473282442748,0.41984732824427484
na5,3,1,0.0003816793893129771,0.03816793893129771
a5o,3,1,0.0003816793893129771,0.03816793893129771
1na5,4,1,0.0003816793893129771,0.03816793893129771
na5o,4,1,0.0003816793893129771,0.03816793893129771
nta,3,2,0.0007633587786259542,0.07633587786259542
ona,3,10,0.003816793893129771,0.38167938931297707
oona,4,4,0.0015267175572519084,0.15267175572519084
5t3,3,1,0.0003816793893129771,0.03816793893129771
t3o,3,6,0.0022900763358778627,0.22900763358778628
3nn,3,7,0.0026717557251908397,0.26717557251908397
nar,3,4,0.0015267175572519084,0.15267175572519084
3nna,4,1,0.0003816793893129771,0.03816793893129771
nnar,4,1,0.0003816793893129771,0.03816793893129771
narn,4,4,0.0015267175572519084,0.15267175572519084
7to,3,2,0.0007633587786259542,0.07633587786259542
1tq,3,3,0.0011450381679389313,0.11450381679389314
1tqt,4,2,0.0007633587786259542,0.07633587786259542
tn2,3,9,0.003435114503816794,0.3435114503816794
ntn2,4,1,0.0003816793893129771,0.03816793893129771
tn2t,4,5,0.0019083969465648854,0.19083969465648853
1st,3,9,0.003435114503816794,0.3435114503816794
1stn,4,2,0.0007633587786259542,0.07633587786259542
stnr,4,1,0.0003816793893129771,0.03816793893129771
qtoa,4,3,0.0011450381679389313,0.11450381679389314
toao,4,3,0.0011450381679389313,0.11450381679389314
1ono,4,14,0.0053435114503816794,0.5343511450381679
noos,4,2,0.0007633587786259542,0.07633587786259542
oosn,4,2,0.0007633587786259542,0.07633587786259542
oonn,4,25,0.009541984732824428,0.9541984732824428
t1nr,4,1,0.0003816793893129771,0.03816793893129771
1nrn,4,10,0.003816793893129771,0.38167938931297707
3oor,4,3,0.0011450381679389313,0.11450381679389314
2ono,4,13,0.004961832061068702,0.4961832061068702
onon,4,17,0.0064885496183206106,0.648854961832061
nonr,4,6,0.0022900763358778627,0.22900763358778628
2tq,3,14,0.0053435114503816794,0.5343511450381679
2tqt,4,13,0.004961832061068702,0.4961832061068702
tqtn,4,7,0.0026717557251908397,0.26717557251908397
ooo2,4,4,0.0015267175572519084,0.15267175572519084
soa,3,3,0.0011450381679389313,0.11450381679389314
1soa,4,2,0.0007633587786259542,0.07633587786259542
soao,4,2,0.0007633587786259542,0.07633587786259542
ooo1,4,4,0.0015267175572519084,0.15267175572519084
o1so,4,2,0.0007633587786259542,0.07633587786259542
ons,3,16,0.0061068702290076335,0.6106870229007634
oons,4,3,0.0011450381679389313,0.11450381679389314
on1,3,9,0.003435114503816794,0.3435114503816794
on1o,4,4,0.0015267175572519084,0.15267175572519084
n1on,4,1,0.0003816793893129771,0.03816793893129771
nnq,3,7,0.0026717557251908397,0.26717557251908397
2nnq,4,1,0.0003816793893129771,0.03816793893129771
nnqt,4,6,0.0022900763358778627,0.22900763358778628
t1on,4,4,0.0015267175572519084,0.15267175572519084
1onr,4,5,0.0019083969465648854,0.19083969465648853
sor,3,6,0.0022900763358778627,0.22900763358778628
1sor,4,4,0.0015267175572519084,0.15267175572519084
sorn,4,6,0.0022900763358778627,0.22900763358778628
3oos,4,2,0.0007633587786259542,0.07633587786259542
sa,2,3,0.0011450381679389313,0.11450381679389314
1sa,3,2,0.0007633587786259542,0.07633587786259542
sao,3,3,0.0011450381679389313,0.11450381679389314
1sao,4,1,0.0003816793893129771,0.03816793893129771
saoo,4,1,0.0003816793893129771,0.03816793893129771
aooo,4,12,0.004580152671755725,0.45801526717557256
1to,3,32,0.012213740458015267,1.2213740458015268
1tor,4,2,0.0007633587786259542,0.07633587786259542
sto,3,7,0.0026717557251908397,0.26717557251908397
osto,4,1,0.0003816793893129771,0.03816793893129771
ant,3,5,0.0019083969465648854,0.19083969465648853
1ant,4,3,0.0011450381679389313,0.11450381679389314
antn,4,1,0.0003816793893129771,0.03816793893129771
anto,4,2,0.0007633587786259542,0.07633587786259542
3tns,4,2,0.0007633587786259542,0.07633587786259542
tnsn,4,1,0.0003816793893129771,0.03816793893129771
nsno,4,2,0.0007633587786259542,0.07633587786259542
1nnn,4,12,0.004580152671755725,0.45801526717557256
nnnr,4,5,0.0019083969465648854,0.19083969465648853
ot2,3,6,0.0022900763358778627,0.22900763358778628
1ot2,4,1,0.0003816793893129771,0.03816793893129771
ot2o,4,3,0.0011450381679389313,0.11450381679389314
nnnq,4,1,0.0003816793893129771,0.03816793893129771
noo1,4,3,0.0011450381679389313,0.11450381679389314
oo1n,4,1,0.0003816793893129771,0.03816793893129771
o1no,4,5,0.0019083969465648854,0.19083969465648853
4n,2,16,0.0061068702290076335,0.6106870229007634
o4n,3,5,0.0019083969465648854,0.19083969465648853
ooo4,4,3,0.0011450381679389313,0.11450381679389314
oo4n,4,2,0.0007633587786259542,0.07633587786259542
2ott,4,6,0.0022900763358778627,0.22900763358778628
12q,3,1,0.0003816793893129771,0.03816793893129771
12qt,4,1,0.0003816793893129771,0.03816793893129771
2qto,4,25,0.009541984732824428,0.9541984732824428
2tno,4,23,0.008778625954198474,0.8778625954198473
tnor,4,4,0.0015267175572519084,0.15267175572519084
toos,4,4,0.0015267175572519084,0.15267175572519084
n2tn,4,4,0.0015267175572519084,0.15267175572519084
to4,3,1,0.0003816793893129771,0.03816793893129771
3to4,4,1,0.0003816793893129771,0.03816793893129771
to4n,4,1,0.0003816793893129771,0.03816793893129771
3ntr,4,2,0.0007633587786259542,0.07633587786259542
rna,3,6,0.0022900763358778627,0.22900763358778628
1arn,4,6,0.0022900763358778627,0.22900763358778628
arna,4,1,0.0003816793893129771,0.03816793893129771
rnar,4,1,0.0003816793893129771,0.03816793893129771
5nn,3,2,0.0007633587786259542,0.07633587786259542
2ton,4,16,0.0061068702290076335,0.6106870229007634
tont,4,6,0.0022900763358778627,0.22900763358778628
tons,4,4,0.0015267175572519084,0.15267175572519084
1nqt,4,6,0.0022900763358778627,0.22900763358778628
nqtr,4,7,0.0026717557251908397,0.26717557251908397
7tt,3,1,0.0003816793893129771,0.03816793893129771
toq,3,9,0.003435114503816794,0.3435114503816794
onnt,4,5,0.0019083969465648854,0.19083969465648853
nnto,4,8,0.0030534351145038168,0.3053435114503817
ntoq,4,1,0.0003816793893129771,0.03816793893129771
toqt,4,8,0.0030534351145038168,0.3053435114503817
otor,4,4,0.0015267175572519084,0.15267175572519084
totr,4,4,0.0015267175572519084,0.15267175572519084
n2q,3,3,0.0011450381679389313,0.11450381679389314
nn2q,4,1,0.0003816793893129771,0.03816793893129771
n2qt,4,2,0.0007633587786259542,0.07633587786259542
tona,4,1,0.0003816793893129771,0.03816793893129771
oooq,4,2,0.0007633587786259542,0.07633587786259542
o1ot,4,1,0.0003816793893129771,0.03816793893129771
1otr,4,3,0.0011450381679389313,0.11450381679389314
11,2,4,0.0015267175572519084,0.15267175572519084
11n,3,1,0.0003816793893129771,0.03816793893129771
11no,4,1,0.0003816793893129771,0.03816793893129771
1noo,4,28,0.010687022900763359,1.0687022900763359
2a,2,7,0.0026717557251908397,0.26717557251908397
2at,3,5,0.0019083969465648854,0.19083969465648853
2ato,4,1,0.0003816793893129771,0.03816793893129771
aton,4,1,0.0003816793893129771,0.03816793893129771
s2t,3,3,0.0011450381679389313,0.11450381679389314
1s2t,4,1,0.0003816793893129771,0.03816793893129771
s2to,4,1,0.0003816793893129771,0.03816793893129771
o1r,3,3,0.0011450381679389313,0.11450381679389314
o1rn,4,2,0.0007633587786259542,0.07633587786259542
1rn1,4,1,0.0003816793893129771,0.03816793893129771
qtsr,4,4,0.0015267175572519084,0.15267175572519084
nttn,4,5,0.0019083969465648854,0.19083969465648853
1rnr,4,1,0.0003816793893129771,0.03816793893129771
aor,3,13,0.004961832061068702,0.4961832061068702
1aor,4,4,0.0015267175572519084,0.15267175572519084
aorn,4,13,0.004961832061068702,0.4961832061068702
3oso,4,2,0.0007633587786259542,0.07633587786259542
toor,4,7,0.0026717557251908397,0.26717557251908397
nt2,3,9,0.003435114503816794,0.3435114503816794
t2t,3,10,0.003816793893129771,0.38167938931297707
nnt2,4,1,0.0003816793893129771,0.03816793893129771
nt2t,4,4,0.0015267175572519084,0.15267175572519084
3ttq,4,1,0.0003816793893129771,0.03816793893129771
nttt,4,1,0.0003816793893129771,0.03816793893129771
rns,3,6,0.0022900763358778627,0.22900763358778628
1rns,4,3,0.0011450381679389313,0.11450381679389314
rnso,4,3,0.0011450381679389313,0.11450381679389314
nsoo,4,5,0.0019083969465648854,0.19083969465648853
2ont,4,8,0.0030534351145038168,0.3053435114503817
otoq,4,2,0.0007633587786259542,0.07633587786259542
a1,2,3,0.0011450381679389313,0.11450381679389314
ornt,4,21,0.00801526717557252,0.8015267175572519
rntn,4,8,0.0030534351145038168,0.3053435114503817
atn,3,3,0.0011450381679389313,0.11450381679389314
2atn,4,2,0.0007633587786259542,0.07633587786259542
atno,4,1,0.0003816793893129771,0.03816793893129771
atnn,4,1,0.0003816793893129771,0.03816793893129771
2r,2,10,0.003816793893129771,0.38167938931297707
2rn,3,9,0.003435114503816794,0.3435114503816794
2rnt,4,2,0.0007633587786259542,0.07633587786259542
rntt,4,2,0.0007633587786259542,0.07633587786259542
tnoa,4,5,0.0019083969465648854,0.19083969465648853
noar,4,4,0.0015267175572519084,0.15267175572519084
17,2,2,0.0007633587786259542,0.07633587786259542
17o,3,1,0.0003816793893129771,0.03816793893129771
ontt,4,4,0.0015267175572519084,0.15267175572519084
2ts,3,10,0.003816793893129771,0.38167938931297707
tst,3,1,0.0003816793893129771,0.03816793893129771
2tst,4,1,0.0003816793893129771,0.03816793893129771
tstn,4,1,0.0003816793893129771,0.03816793893129771
nao,3,17,0.0064885496183206106,0.648854961832061
1rna,4,2,0.0007633587786259542,0.07633587786259542
rnao,4,1,0.0003816793893129771,0.03816793893129771
naoo,4,6,0.0022900763358778627,0.22900763358778628
2tnn,4,20,0.007633587786259542,0.7633587786259541
tnno,4,20,0.007633587786259542,0.7633587786259541
5a,2,2,0.0007633587786259542,0.07633587786259542
to5,3,3,0.0011450381679389313,0.11450381679389314
o5a,3,2,0.0007633587786259542,0.07633587786259542
1tnn,4,5,0.0019083969465648854,0.19083969465648853
rnna,4,4,0.0015267175572519084,0.15267175572519084
nnao,4,4,0.0015267175572519084,0.15267175572519084
naot,4,1,0.0003816793893129771,0.03816793893129771
o3o,3,7,0.0026717557251908397,0.26717557251908397
4s,2,3,0.0011450381679389313,0.11450381679389314
14s,3,1,0.0003816793893129771,0.03816793893129771
4sn,3,1,0.0003816793893129771,0.03816793893129771
14sn,4,1,0.0003816793893129771,0.03816793893129771
4snn,4,1,0.0003816793893129771,0.03816793893129771
os1,3,3,0.0011450381679389313,0.11450381679389314
oos1,4,1,0.0003816793893129771,0.03816793893129771
6,1,2,0.0007633587786259542,0.07633587786259542
t6,2,1,0.0003816793893129771,0.03816793893129771
6o,2,2,0.0007633587786259542,0.07633587786259542
ot6,3,1,0.0003816793893129771,0.03816793893129771
t6o,3,1,0.0003816793893129771,0.03816793893129771
6on,3,1,0.0003816793893129771,0.03816793893129771
ot6o,4,1,0.0003816793893129771,0.03816793893129771
t6on,4,1,0.0003816793893129771,0.03816793893129771
nnor,4,7,0.0026717557251908397,0.26717557251908397
rntr,4,4,0.0015267175572519084,0.15267175572519084
2tsr,4,1,0.0003816793893129771,0.03816793893129771
tsq,3,2,0.0007633587786259542,0.07633587786259542
2tsq,4,1,0.0003816793893129771,0.03816793893129771
tsqt,4,2,0.0007633587786259542,0.07633587786259542
ooo7,4,2,0.0007633587786259542,0.07633587786259542
oaot,4,4,0.0015267175572519084,0.15267175572519084
aoto,4,3,0.0011450381679389313,0.11450381679389314
oaa,3,2,0.0007633587786259542,0.07633587786259542
tnnr,4,3,0.0011450381679389313,0.11450381679389314
3otn,4,6,0.0022900763358778627,0.22900763358778628
noq,3,7,0.0026717557251908397,0.26717557251908397
noqt,4,6,0.0022900763358778627,0.22900763358778628
2oa,3,8,0.0030534351145038168,0.3053435114503817
oat,3,7,0.0026717557251908397,0.26717557251908397
2oat,4,1,0.0003816793893129771,0.03816793893129771
oato,4,4,0.0015267175572519084,0.15267175572519084
atoo,4,3,0.0011450381679389313,0.11450381679389314
2nt2,4,1,0.0003816793893129771,0.03816793893129771
1son,4,7,0.0026717557251908397,0.26717557251908397
sono,4,5,0.0019083969465648854,0.19083969465648853
onor,4,9,0.003435114503816794,0.3435114503816794
1too,4,13,0.004961832061068702,0.4961832061068702
oan,3,13,0.004961832061068702,0.4961832061068702
oo5,3,4,0.0015267175572519084,0.15267175572519084
o5t,3,2,0.0007633587786259542,0.07633587786259542
5ta,3,1,0.0003816793893129771,0.03816793893129771
noo5,4,2,0.0007633587786259542,0.07633587786259542
oo5t,4,1,0.0003816793893129771,0.03816793893129771
o5ta,4,1,0.0003816793893129771,0.03816793893129771
soon,4,6,0.0022900763358778627,0.22900763358778628
22,2,6,0.0022900763358778627,0.22900763358778628
n22,3,1,0.0003816793893129771,0.03816793893129771
22n,3,1,0.0003816793893129771,0.03816793893129771
21oo,4,2,0.0007633587786259542,0.07633587786259542
ntot,4,6,0.0022900763358778627,0.22900763358778628
ntos,4,1,0.0003816793893129771,0.03816793893129771
3ns,3,1,0.0003816793893129771,0.03816793893129771
nsq,3,1,0.0003816793893129771,0.03816793893129771
3nsq,4,1,0.0003816793893129771,0.03816793893129771
nsqt,4,1,0.0003816793893129771,0.03816793893129771
sqto,4,5,0.0019083969465648854,0.19083969465648853
2nr,3,10,0.003816793893129771,0.38167938931297707
2nrn,4,9,0.003435114503816794,0.3435114503816794
sooq,4,1,0.0003816793893129771,0.03816793893129771
14oo,4,2,0.0007633587786259542,0.07633587786259542
qt2t,4,2,0.0007633587786259542,0.07633587786259542
t2to,4,1,0.0003816793893129771,0.03816793893129771
2tos,4,3,0.0011450381679389313,0.11450381679389314
tosr,4,2,0.0007633587786259542,0.07633587786259542
rnot,4,8,0.0030534351145038168,0.3053435114503817
noto,4,23,0.008778625954198474,0.8778625954198473
1ntn,4,5,0.0019083969465648854,0.19083969465648853
ntnn,4,7,0.0026717557251908397,0.26717557251908397
aao,3,2,0.0007633587786259542,0.07633587786259542
1aao,4,2,0.0007633587786259542,0.07633587786259542
aaoo,4,1,0.0003816793893129771,0.03816793893129771
notr,4,5,0.0019083969465648854,0.19083969465648853
soor,4,4,0.0015267175572519084,0.15267175572519084
o2o,3,19,0.007251908396946565,0.7251908396946565
2or,3,24,0.00916030534351145,0.9160305343511451
o2or,4,2,0.0007633587786259542,0.07633587786259542
2orn,4,23,0.008778625954198474,0.8778625954198473
1ooa,4,8,0.0030534351145038168,0.3053435114503817
ooan,4,4,0.0015267175572519084,0.15267175572519084
ntnt,4,4,0.0015267175572519084,0.15267175572519084
ntno,4,10,0.003816793893129771,0.38167938931297707
1snr,4,2,0.0007633587786259542,0.07633587786259542
no1,3,6,0.0022900763358778627,0.22900763358778628
1no1,4,1,0.0003816793893129771,0.03816793893129771
no1n,4,2,0.0007633587786259542,0.07633587786259542
o1nn,4,2,0.0007633587786259542,0.07633587786259542
3on,3,20,0.007633587786259542,0.7633587786259541
3ono,4,9,0.003435114503816794,0.3435114503816794
1nna,4,2,0.0007633587786259542,0.07633587786259542
o1oa,4,4,0.0015267175572519084,0.15267175572519084
rnnr,4,7,0.0026717557251908397,0.26717557251908397
2na,3,1,0.0003816793893129771,0.03816793893129771
na1,3,1,0.0003816793893129771,0.03816793893129771
1rnn,4,13,0.004961832061068702,0.4961832061068702
3nr,3,3,0.0011450381679389313,0.11450381679389314
3nrn,4,2,0.0007633587786259542,0.07633587786259542
notn,4,12,0.004580152671755725,0.45801526717557256
tqts,4,1,0.0003816793893129771,0.03816793893129771
snq,3,1,0.0003816793893129771,0.03816793893129771
1snq,4,1,0.0003816793893129771,0.03816793893129771
snqt,4,1,0.0003816793893129771,0.03816793893129771
n2tr,4,1,0.0003816793893129771,0.03816793893129771
otnr,4,3,0.0011450381679389313,0.11450381679389314
orn2,4,1,0.0003816793893129771,0.03816793893129771
2nq,3,5,0.0019083969465648854,0.19083969465648853
2nqt,4,4,0.0015267175572519084,0.15267175572519084
oo3,3,6,0.0022900763358778627,0.22900763358778628
o3t,3,10,0.003816793893129771,0.38167938931297707
1oo3,4,1,0.0003816793893129771,0.03816793893129771
oo3t,4,2,0.0007633587786259542,0.07633587786259542
o3to,4,2,0.0007633587786259542,0.07633587786259542
oosr,4,2,0.0007633587786259542,0.07633587786259542
13,2,1,0.0003816793893129771,0.03816793893129771
13o,3,1,0.0003816793893129771,0.03816793893129771
tott,4,3,0.0011450381679389313,0.11450381679389314
soot,4,2,0.0007633587786259542,0.07633587786259542
2no,3,28,0.010687022900763359,1.0687022900763359
2noa,4,1,0.0003816793893129771,0.03816793893129771
toto,4,13,0.004961832061068702,0.4961832061068702
sn1,3,1,0.0003816793893129771,0.03816793893129771
n1n,3,10,0.003816793893129771,0.38167938931297707
osn1,4,1,0.0003816793893129771,0.03816793893129771
sn1n,4,1,0.0003816793893129771,0.03816793893129771
sot,3,14,0.0053435114503816794,0.5343511450381679
osot,4,1,0.0003816793893129771,0.03816793893129771
2oon,4,14,0.0053435114503816794,0.5343511450381679
oonr,4,9,0.003435114503816794,0.3435114503816794
14on,4,2,0.0007633587786259542,0.07633587786259542
4ono,4,1,0.0003816793893129771,0.03816793893129771
ota,3,5,0.0019083969465648854,0.19083969465648853
tota,4,1,0.0003816793893129771,0.03816793893129771
noo3,4,2,0.0007633587786259542,0.07633587786259542
3ntn,4,2,0.0007633587786259542,0.07633587786259542
4ont,4,1,0.0003816793893129771,0.03816793893129771
qton,4,14,0.0053435114503816794,0.5343511450381679
1nnr,4,3,0.0011450381679389313,0.11450381679389314
snon,4,1,0.0003816793893129771,0.03816793893129771
snoo,4,4,0.0015267175572519084,0.15267175572519084
1tr,3,5,0.0019083969465648854,0.19083969465648853
1trn,4,4,0.0015267175572519084,0.15267175572519084
2ta,3,11,0.004198473282442748,0.41984732824427484
2tan,4,2,0.0007633587786259542,0.07633587786259542
tann,4,2,0.0007633587786259542,0.07633587786259542
noon,4,19,0.007251908396946565,0.7251908396946565
1nao,4,4,0.0015267175572519084,0.15267175572519084
naor,4,1,0.0003816793893129771,0.03816793893129771
3nto,4,3,0.0011450381679389313,0.11450381679389314
2tor,4,8,0.0030534351145038168,0.3053435114503817
n2o,3,18,0.006870229007633588,0.6870229007633588
nrn2,4,1,0.0003816793893129771,0.03816793893129771
rn2o,4,1,0.0003816793893129771,0.03816793893129771
n2or,4,2,0.0007633587786259542,0.07633587786259542
1snn,4,4,0.0015267175572519084,0.15267175572519084
snno,4,3,0.0011450381679389313,0.11450381679389314
2toq,4,3,0.0011450381679389313,0.11450381679389314
2tnt,4,11,0.004198473282442748,0.41984732824427484
tntr,4,3,0.0011450381679389313,0.11450381679389314
oo1s,4,1,0.0003816793893129771,0.03816793893129771
2qts,4,3,0.0011450381679389313,0.11450381679389314
qtso,4,3,0.0011450381679389313,0.11450381679389314
qtsn,4,5,0.0019083969465648854,0.19083969465648853
2not,4,8,0.0030534351145038168,0.3053435114503817
nott,4,8,0.0030534351145038168,0.3053435114503817
otto,4,13,0.004961832061068702,0.4961832061068702
1oot,4,8,0.0030534351145038168,0.3053435114503817
n2n,3,4,0.0015267175572519084,0.15267175572519084
ottn,4,3,0.0011450381679389313,0.11450381679389314
onnq,4,1,0.0003816793893129771,0.03816793893129771
ttor,4,4,0.0015267175572519084,0.15267175572519084
1n1,3,5,0.0019083969465648854,0.19083969465648853
1n1n,4,2,0.0007633587786259542,0.07633587786259542
n1no,4,3,0.0011450381679389313,0.11450381679389314
1non,4,10,0.003816793893129771,0.38167938931297707
o1nq,4,1,0.0003816793893129771,0.03816793893129771
2nor,4,3,0.0011450381679389313,0.11450381679389314
ot1s,4,1,0.0003816793893129771,0.03816793893129771
t1st,4,1,0.0003816793893129771,0.03816793893129771
o2q,3,6,0.0022900763358778627,0.22900763358778628
o2qt,4,5,0.0019083969465648854,0.19083969465648853
1sq,3,7,0.0026717557251908397,0.26717557251908397
2noq,4,1,0.0003816793893129771,0.03816793893129771
to3,3,5,0.0019083969465648854,0.19083969465648853
qto3,4,3,0.0011450381679389313,0.11450381679389314
to3t,4,1,0.0003816793893129771,0.03816793893129771
2qtr,4,6,0.0022900763358778627,0.22900763358778628
o1a,3,5,0.0019083969465648854,0.19083969465648853
no1a,4,1,0.0003816793893129771,0.03816793893129771
o1ar,4,1,0.0003816793893129771,0.03816793893129771
to3o,4,1,0.0003816793893129771,0.03816793893129771
2ooa,4,3,0.0011450381679389313,0.11450381679389314
1ott,4,2,0.0007633587786259542,0.07633587786259542
ottt,4,3,0.0011450381679389313,0.11450381679389314
2oar,4,2,0.0007633587786259542,0.07633587786259542
22o,3,2,0.0007633587786259542,0.07633587786259542
so3,3,1,0.0003816793893129771,0.03816793893129771
1nso,4,4,0.0015267175572519084,0.15267175572519084
nso3,4,1,0.0003816793893129771,0.03816793893129771
so3t,4,1,0.0003816793893129771,0.03816793893129771
ooat,4,1,0.0003816793893129771,0.03816793893129771
oatr,4,1,0.0003816793893129771,0.03816793893129771
oqtr,4,9,0.003435114503816794,0.3435114503816794
too2,4,1,0.0003816793893129771,0.03816793893129771
33,2,3,0.0011450381679389313,0.11450381679389314
33t,3,1,0.0003816793893129771,0.03816793893129771
33to,4,1,0.0003816793893129771,0.03816793893129771
3toa,4,2,0.0007633587786259542,0.07633587786259542
toat,4,2,0.0007633587786259542,0.07633587786259542
oann,4,2,0.0007633587786259542,0.07633587786259542
qtq,3,5,0.0019083969465648854,0.19083969465648853
2qtq,4,2,0.0007633587786259542,0.07633587786259542
qtqt,4,4,0.0015267175572519084,0.15267175572519084
nn3,3,3,0.0011450381679389313,0.11450381679389314
2qtn,4,16,0.0061068702290076335,0.6106870229007634
3tso,4,3,0.0011450381679389313,0.11450381679389314
tson,4,2,0.0007633587786259542,0.07633587786259542
1nnt,4,5,0.0019083969465648854,0.19083969465648853
tsoo,4,7,0.0026717557251908397,0.26717557251908397
