pattern,k,frequency,expected occurrences,percentage
rat,3,3,0.007334963325183374,0.7334963325183375
ats,3,1,0.0024449877750611247,0.24449877750611246
tsp,3,3,0.007334963325183374,0.7334963325183375
qtra,4,2,0.004889975550122249,0.4889975550122249
trat,4,1,0.0024449877750611247,0.24449877750611246
rats,4,1,0.0024449877750611247,0.24449877750611246
atsp,4,1,0.0024449877750611247,0.24449877750611246
tspo,4,3,0.007334963325183374,0.7334963325183375
3top,4,1,0.0024449877750611247,0.24449877750611246
tat,3,4,0.009779951100244499,0.9779951100244498
1qta,4,2,0.004889975550122249,0.4889975550122249
qtat,4,2,0.004889975550122249,0.4889975550122249
tato,4,2,0.004889975550122249,0.4889975550122249
ator,4,3,0.007334963325183374,0.7334963325183375
3ta,3,2,0.004889975550122249,0.4889975550122249
tar,3,2,0.004889975550122249,0.4889975550122249
art,3,2,0.004889975550122249,0.4889975550122249
3tar,4,1,0.0024449877750611247,0.24449877750611246
tart,4,2,0.004889975550122249,0.4889975550122249
artr,4,1,0.0024449877750611247,0.24449877750611246
rao,3,3,0.007334963325183374,0.7334963325183375
aot,3,3,0.007334963325183374,0.7334963325183375
trao,4,2,0.004889975550122249,0.4889975550122249
raot,4,2,0.004889975550122249,0.4889975550122249
aots,4,1,0.0024449877750611247,0.24449877750611246
otsp,4,1,0.0024449877750611247,0.24449877750611246
taq,3,1,0.0024449877750611247,0.24449877750611246
1ota,4,1,0.0024449877750611247,0.24449877750611246
otaq,4,1,0.0024449877750611247,0.24449877750611246
taqo,4,1,0.0024449877750611247,0.24449877750611246
aqoo,4,1,0.0024449877750611247,0.24449877750611246
qooo,4,3,0.007334963325183374,0.7334963325183375
tatp,4,1,0.0024449877750611247,0.24449877750611246
atpp,4,1,0.0024449877750611247,0.24449877750611246
opp,3,22,0.05378973105134474,5.378973105134474
toop,4,1,0.0024449877750611247,0.24449877750611246
oopp,4,12,0.029339853300733496,2.93398533007335
oppo,4,21,0.05134474327628362,5.134474327628362
tap,3,1,0.0024449877750611247,0.24449877750611246
3ota,4,1,0.0024449877750611247,0.24449877750611246
otap,4,1,0.0024449877750611247,0.24449877750611246
tapo,4,1,0.0024449877750611247,0.24449877750611246
apop,4,1,0.0024449877750611247,0.24449877750611246
2on,3,1,0.0024449877750611247,0.24449877750611246
ono,3,2,0.004889975550122249,0.4889975550122249
nor,3,2,0.004889975550122249,0.4889975550122249
2ono,4,1,0.0024449877750611247,0.24449877750611246
onor,4,1,0.0024449877750611247,0.24449877750611246
norn,4,2,0.004889975550122249,0.4889975550122249
oso,3,10,0.02444987775061125,2.444987775061125
ooso,4,4,0.009779951100244499,0.9779951100244498
osoo,4,9,0.022004889975550123,2.2004889975550124
ooto,4,5,0.012224938875305624,1.2224938875305624
otor,4,6,0.014669926650366748,1.466992665036675
2pp,3,5,0.012224938875305624,1.2224938875305624
2ppo,4,5,0.012224938875305624,1.2224938875305624
ppor,4,8,0.019559902200488997,1.9559902200488997
pooa,4,1,0.0024449877750611247,0.24449877750611246
oaot,4,1,0.0024449877750611247,0.24449877750611246
aoto,4,1,0.0024449877750611247,0.24449877750611246
rpp,3,2,0.004889975550122249,0.4889975550122249
orpp,4,2,0.004889975550122249,0.4889975550122249
rppo,4,2,0.004889975550122249,0.4889975550122249
porp,4,2,0.004889975550122249,0.4889975550122249
otop,4,2,0.004889975550122249,0.4889975550122249
2tq,3,2,0.004889975550122249,0.4889975550122249
2tqo,4,1,0.0024449877750611247,0.24449877750611246
na,2,1,0.0024449877750611247,0.24449877750611246
rna,3,1,0.0024449877750611247,0.24449877750611246
nao,3,1,0.0024449877750611247,0.24449877750611246
trna,4,1,0.0024449877750611247,0.24449877750611246
rnao,4,1,0.0024449877750611247,0.24449877750611246
naoo,4,1,0.0024449877750611247,0.24449877750611246
2op,3,13,0.03178484107579462,3.1784841075794623
2opp,4,6,0.014669926650366748,1.466992665036675
3tpp,4,1,0.0024449877750611247,0.24449877750611246
5oos,4,1,0.0024449877750611247,0.24449877750611246
soor,4,4,0.009779951100244499,0.9779951100244498
rd,2,2,0.004889975550122249,0.4889975550122249
ord,3,1,0.0024449877750611247,0.24449877750611246
rdr,3,2,0.004889975550122249,0.4889975550122249
dro,3,1,0.0024449877750611247,0.24449877750611246
oord,4,1,0.0024449877750611247,0.24449877750611246
ordr,4,1,0.0024449877750611247,0.24449877750611246
rdro,4,1,0.0024449877750611247,0.24449877750611246
drot,4,1,0.0024449877750611247,0.24449877750611246
2oop,4,15,0.03667481662591687,3.6674816625916873
aro,3,2,0.004889975550122249,0.4889975550122249
rop,3,1,0.0024449877750611247,0.24449877750611246
ooar,4,1,0.0024449877750611247,0.24449877750611246
oaro,4,2,0.004889975550122249,0.4889975550122249
arop,4,1,0.0024449877750611247,0.24449877750611246
ropo,4,1,0.0024449877750611247,0.24449877750611246
opop,4,11,0.02689486552567237,2.444987775061125
nq,2,4,0.009779951100244499,0.9779951100244498
rnq,3,4,0.009779951100244499,0.9779951100244498
nqq,3,2,0.004889975550122249,0.4889975550122249
qqo,3,5,0.012224938875305624,1.2224938875305624
trnq,4,2,0.004889975550122249,0.4889975550122249
rnqq,4,2,0.004889975550122249,0.4889975550122249
nqqo,4,2,0.004889975550122249,0.4889975550122249
qqot,4,2,0.004889975550122249,0.4889975550122249
ornq,4,2,0.004889975550122249,0.4889975550122249
pr,2,1,0.0024449877750611247,0.24449877750611246
opr,3,1,0.0024449877750611247,0.24449877750611246
prp,3,1,0.0024449877750611247,0.24449877750611246
ora,3,3,0.007334963325183374,0.7334963325183375
oopr,4,1,0.0024449877750611247,0.24449877750611246
oprp,4,1,0.0024449877750611247,0.24449877750611246
prpo,4,1,0.0024449877750611247,0.24449877750611246
pora,4,1,0.0024449877750611247,0.24449877750611246
orao,4,1,0.0024449877750611247,0.24449877750611246
raor,4,1,0.0024449877750611247,0.24449877750611246
2tto,4,1,0.0024449877750611247,0.24449877750611246
ttor,4,1,0.0024449877750611247,0.24449877750611246
1oos,4,1,0.0024449877750611247,0.24449877750611246
nto,3,2,0.004889975550122249,0.4889975550122249
rnto,4,2,0.004889975550122249,0.4889975550122249
ntoo,4,1,0.0024449877750611247,0.24449877750611246
1os,3,1,0.0024449877750611247,0.24449877750611246
1oso,4,1,0.0024449877750611247,0.24449877750611246
srtr,4,2,0.004889975550122249,0.4889975550122249
1qq,3,3,0.007334963325183374,0.7334963325183375
1qqt,4,2,0.004889975550122249,0.4889975550122249
3oa,3,2,0.004889975550122249,0.4889975550122249
3oao,4,2,0.004889975550122249,0.4889975550122249
ss,2,5,0.012224938875305624,1.2224938875305624
oss,3,1,0.0024449877750611247,0.24449877750611246
ssa,3,1,0.0024449877750611247,0.24449877750611246
2oss,4,1,0.0024449877750611247,0.24449877750611246
ossa,4,1,0.0024449877750611247,0.24449877750611246
ssao,4,1,0.0024449877750611247,0.24449877750611246
saoo,4,1,0.0024449877750611247,0.24449877750611246
aoot,4,1,0.0024449877750611247,0.24449877750611246
6t,2,6,0.014669926650366748,1.466992665036675
6tt,3,2,0.004889975550122249,0.4889975550122249
6ttr,4,1,0.0024449877750611247,0.24449877750611246
ttrt,4,2,0.004889975550122249,0.4889975550122249
qtrt,4,2,0.004889975550122249,0.4889975550122249
6oo,3,2,0.004889975550122249,0.4889975550122249
tsa,3,1,0.0024449877750611247,0.24449877750611246
6oot,4,1,0.0024449877750611247,0.24449877750611246
otsa,4,1,0.0024449877750611247,0.24449877750611246
tsao,4,1,0.0024449877750611247,0.24449877750611246
saor,4,1,0.0024449877750611247,0.24449877750611246
oroa,4,1,0.0024449877750611247,0.24449877750611246
roar,4,1,0.0024449877750611247,0.24449877750611246
2oar,4,1,0.0024449877750611247,0.24449877750611246
aror,4,1,0.0024449877750611247,0.24449877750611246
3oos,4,2,0.004889975550122249,0.4889975550122249
srto,4,1,0.0024449877750611247,0.24449877750611246
roto,4,3,0.007334963325183374,0.7334963325183375
ttt,3,5,0.012224938875305624,0.9779951100244498
rpoo,4,5,0.012224938875305624,1.2224938875305624
oott,4,1,0.0024449877750611247,0.24449877750611246
ottt,4,2,0.004889975550122249,0.4889975550122249
6ta,3,1,0.0024449877750611247,0.24449877750611246
6tar,4,1,0.0024449877750611247,0.24449877750611246
arto,4,1,0.0024449877750611247,0.24449877750611246
rtoa,4,1,0.0024449877750611247,0.24449877750611246
toao,4,1,0.0024449877750611247,0.24449877750611246
aoor,4,2,0.004889975550122249,0.4889975550122249
oroo,4,14,0.034229828850855744,3.1784841075794623
rooo,4,6,0.014669926650366748,1.466992665036675
rta,3,1,0.0024449877750611247,0.24449877750611246
att,3,1,0.0024449877750611247,0.24449877750611246
trta,4,1,0.0024449877750611247,0.24449877750611246
rtat,4,1,0.0024449877750611247,0.24449877750611246
tatt,4,1,0.0024449877750611247,0.24449877750611246
atto,4,1,0.0024449877750611247,0.24449877750611246
ttoo,4,3,0.007334963325183374,0.7334963325183375
oooa,4,6,0.014669926650366748,1.466992665036675
rots,4,1,0.0024449877750611247,0.24449877750611246
2oot,4,2,0.004889975550122249,0.4889975550122249
trot,4,1,0.0024449877750611247,0.24449877750611246
d6,2,1,0.0024449877750611247,0.24449877750611246
d6o,3,1,0.0024449877750611247,0.24449877750611246
6or,3,2,0.004889975550122249,0.4889975550122249
d6or,4,1,0.0024449877750611247,0.24449877750611246
6oro,4,1,0.0024449877750611247,0.24449877750611246
6to,3,1,0.0024449877750611247,0.24449877750611246
6too,4,1,0.0024449877750611247,0.24449877750611246
rota,4,1,0.0024449877750611247,0.24449877750611246
otat,4,1,0.0024449877750611247,0.24449877750611246
roro,4,2,0.004889975550122249,0.4889975550122249
2ts,3,1,0.0024449877750611247,0.24449877750611246
tst,3,2,0.004889975550122249,0.4889975550122249
sto,3,4,0.009779951100244499,0.9779951100244498
2tst,4,1,0.0024449877750611247,0.24449877750611246
tsto,4,1,0.0024449877750611247,0.24449877750611246
stor,4,2,0.004889975550122249,0.4889975550122249
toro,4,2,0.004889975550122249,0.4889975550122249
5oa,3,1,0.0024449877750611247,0.24449877750611246
5tt,3,1,0.0024449877750611247,0.24449877750611246
tta,3,1,0.0024449877750611247,0.24449877750611246
5tta,4,1,0.0024449877750611247,0.24449877750611246
ttao,4,1,0.0024449877750611247,0.24449877750611246
5too,4,2,0.004889975550122249,0.4889975550122249
5ot,3,1,0.0024449877750611247,0.24449877750611246
5oto,4,1,0.0024449877750611247,0.24449877750611246
aa,2,1,0.0024449877750611247,0.24449877750611246
taa,3,1,0.0024449877750611247,0.24449877750611246
aao,3,1,0.0024449877750611247,0.24449877750611246
3taa,4,1,0.0024449877750611247,0.24449877750611246
taao,4,1,0.0024449877750611247,0.24449877750611246
aod,3,1,0.0024449877750611247,0.24449877750611246
opoa,4,1,0.0024449877750611247,0.24449877750611246
oaod,4,1,0.0024449877750611247,0.24449877750611246
5oor,4,2,0.004889975550122249,0.4889975550122249
nnt,3,5,0.012224938875305624,1.2224938875305624
ntr,3,6,0.014669926650366748,1.466992665036675
2orn,4,1,0.0024449877750611247,0.24449877750611246
rnnt,4,3,0.007334963325183374,0.7334963325183375
nntr,4,5,0.012224938875305624,1.2224938875305624
ntrn,4,6,0.014669926650366748,1.466992665036675
2ooq,4,3,0.007334963325183374,0.7334963325183375
trnn,4,12,0.029339853300733496,2.93398533007335
tn,2,9,0.022004889975550123,2.2004889975550124
qtn,3,2,0.004889975550122249,0.4889975550122249
tnn,3,6,0.014669926650366748,1.466992665036675
oqtn,4,1,0.0024449877750611247,0.24449877750611246
qtnn,4,1,0.0024449877750611247,0.24449877750611246
tnnt,4,1,0.0024449877750611247,0.24449877750611246
root,4,4,0.009779951100244499,0.9779951100244498
5p,2,7,0.017114914425427872,1.7114914425427872
5po,3,7,0.017114914425427872,1.7114914425427872
5poo,4,4,0.009779951100244499,0.9779951100244498
3q,2,2,0.004889975550122249,0.4889975550122249
3qt,3,2,0.004889975550122249,0.4889975550122249
soq,3,1,0.0024449877750611247,0.24449877750611246
3qts,4,1,0.0024449877750611247,0.24449877750611246
qtso,4,1,0.0024449877750611247,0.24449877750611246
tsoq,4,1,0.0024449877750611247,0.24449877750611246
soqt,4,1,0.0024449877750611247,0.24449877750611246
oqta,4,1,0.0024449877750611247,0.24449877750611246
taoo,4,1,0.0024449877750611247,0.24449877750611246
6oor,4,1,0.0024449877750611247,0.24449877750611246
6ts,3,1,0.0024449877750611247,0.24449877750611246
6tso,4,1,0.0024449877750611247,0.24449877750611246
2oto,4,2,0.004889975550122249,0.4889975550122249
nr,2,13,0.03178484107579462,3.1784841075794623
ost,3,4,0.009779951100244499,0.7334963325183375
str,3,2,0.004889975550122249,0.4889975550122249
rnr,3,10,0.02444987775061125,2.444987775061125
nrq,3,1,0.0024449877750611247,0.24449877750611246
rqq,3,3,0.007334963325183374,0.7334963325183375
qqp,3,1,0.0024449877750611247,0.24449877750611246
roos,4,1,0.0024449877750611247,0.24449877750611246
oost,4,1,0.0024449877750611247,0.24449877750611246
ostr,4,2,0.004889975550122249,0.4889975550122249
strn,4,1,0.0024449877750611247,0.24449877750611246
trnr,4,5,0.012224938875305624,1.2224938875305624
rnrq,4,1,0.0024449877750611247,0.24449877750611246
nrqq,4,1,0.0024449877750611247,0.24449877750611246
rqqp,4,1,0.0024449877750611247,0.24449877750611246
qqpo,4,1,0.0024449877750611247,0.24449877750611246
qpos,4,1,0.0024449877750611247,0.24449877750611246
post,4,1,0.0024449877750611247,0.24449877750611246
osto,4,2,0.004889975550122249,0.4889975550122249
noo,3,2,0.004889975550122249,0.4889975550122249
opot,4,3,0.007334963325183374,0.7334963325183375
rnoo,4,2,0.004889975550122249,0.4889975550122249
tts,3,1,0.0024449877750611247,0.24449877750611246
6ttt,4,1,0.0024449877750611247,0.24449877750611246
ttts,4,1,0.0024449877750611247,0.24449877750611246
ttso,4,1,0.0024449877750611247,0.24449877750611246
qr,2,4,0.009779951100244499,0.9779951100244498
tqr,3,2,0.004889975550122249,0.4889975550122249
qrt,3,1,0.0024449877750611247,0.24449877750611246
2tqr,4,1,0.0024449877750611247,0.24449877750611246
tqrt,4,1,0.0024449877750611247,0.24449877750611246
qrtr,4,1,0.0024449877750611247,0.24449877750611246
pon,3,2,0.004889975550122249,0.4889975550122249
opon,4,2,0.004889975550122249,0.4889975550122249
pono,4,1,0.0024449877750611247,0.24449877750611246
ns,2,2,0.004889975550122249,0.4889975550122249
sn,2,1,0.0024449877750611247,0.24449877750611246
rrn,3,3,0.007334963325183374,0.7334963325183375
rns,3,2,0.004889975550122249,0.4889975550122249
nsn,3,1,0.0024449877750611247,0.24449877750611246
sno,3,1,0.0024449877750611247,0.24449877750611246
oorr,4,3,0.007334963325183374,0.7334963325183375
orrn,4,1,0.0024449877750611247,0.24449877750611246
rrns,4,1,0.0024449877750611247,0.24449877750611246
rnsn,4,1,0.0024449877750611247,0.24449877750611246
nsno,4,1,0.0024449877750611247,0.24449877750611246
odr,3,2,0.004889975550122249,0.4889975550122249
drq,3,1,0.0024449877750611247,0.24449877750611246
nrn,3,10,0.02444987775061125,2.444987775061125
tood,4,3,0.007334963325183374,0.7334963325183375
oodr,4,1,0.0024449877750611247,0.24449877750611246
odrq,4,1,0.0024449877750611247,0.24449877750611246
drqt,4,1,0.0024449877750611247,0.24449877750611246
rnrn,4,7,0.017114914425427872,1.7114914425427872
3por,4,1,0.0024449877750611247,0.24449877750611246
oorq,4,9,0.022004889975550123,2.2004889975550124
rqr,3,2,0.004889975550122249,0.4889975550122249
qrn,3,2,0.004889975550122249,0.4889975550122249
2otr,4,1,0.0024449877750611247,0.24449877750611246
orqr,4,2,0.004889975550122249,0.4889975550122249
rqrn,4,2,0.004889975550122249,0.4889975550122249
qrnr,4,1,0.0024449877750611247,0.24449877750611246
2ost,4,1,0.0024449877750611247,0.24449877750611246
strt,4,1,0.0024449877750611247,0.24449877750611246
2oso,4,1,0.0024449877750611247,0.24449877750611246
5q,2,2,0.004889975550122249,0.4889975550122249
5qq,3,1,0.0024449877750611247,0.24449877750611246
5qqt,4,1,0.0024449877750611247,0.24449877750611246
qqts,4,1,0.0024449877750611247,0.24449877750611246
qtsr,4,2,0.004889975550122249,0.4889975550122249
nnn,3,21,0.05134474327628362,3.9119804400977993
rnnn,4,12,0.029339853300733496,2.93398533007335
oqq,3,1,0.0024449877750611247,0.24449877750611246
oooq,4,1,0.0024449877750611247,0.24449877750611246
ooqq,4,1,0.0024449877750611247,0.24449877750611246
oqqo,4,1,0.0024449877750611247,0.24449877750611246
qqoo,4,2,0.004889975550122249,0.4889975550122249
ortq,4,3,0.007334963325183374,0.7334963325183375
rpt,3,1,0.0024449877750611247,0.24449877750611246
pts,3,1,0.0024449877750611247,0.24449877750611246
tss,3,2,0.004889975550122249,0.4889975550122249
ssp,3,2,0.004889975550122249,0.4889975550122249
orpt,4,1,0.0024449877750611247,0.24449877750611246
rpts,4,1,0.0024449877750611247,0.24449877750611246
ptss,4,1,0.0024449877750611247,0.24449877750611246
tssp,4,1,0.0024449877750611247,0.24449877750611246
sspp,4,1,0.0024449877750611247,0.24449877750611246
5qt,3,1,0.0024449877750611247,0.24449877750611246
5qts,4,1,0.0024449877750611247,0.24449877750611246
qtsp,4,1,0.0024449877750611247,0.24449877750611246
spop,4,1,0.0024449877750611247,0.24449877750611246
ooon,4,2,0.004889975550122249,0.4889975550122249
nno,3,1,0.0024449877750611247,0.24449877750611246
rnno,4,1,0.0024449877750611247,0.24449877750611246
tos,3,3,0.007334963325183374,0.7334963325183375
rqo,3,1,0.0024449877750611247,0.24449877750611246
5ooq,4,1,0.0024449877750611247,0.24449877750611246
oqto,4,5,0.012224938875305624,1.2224938875305624
qtos,4,2,0.004889975550122249,0.4889975550122249
toso,4,2,0.004889975550122249,0.4889975550122249
orqo,4,1,0.0024449877750611247,0.24449877750611246
rqor,4,1,0.0024449877750611247,0.24449877750611246
qorn,4,3,0.007334963325183374,0.7334963325183375
onr,3,1,0.0024449877750611247,0.24449877750611246
oonr,4,1,0.0024449877750611247,0.24449877750611246
onrn,4,1,0.0024449877750611247,0.24449877750611246
2qq,3,2,0.004889975550122249,0.4889975550122249
nrd,3,1,0.0024449877750611247,0.24449877750611246
2qqt,4,1,0.0024449877750611247,0.24449877750611246
ornr,4,4,0.009779951100244499,0.9779951100244498
rnrd,4,1,0.0024449877750611247,0.24449877750611246
nrdr,4,1,0.0024449877750611247,0.24449877750611246
rdrn,4,1,0.0024449877750611247,0.24449877750611246
srq,3,1,0.0024449877750611247,0.24449877750611246
5pos,4,1,0.0024449877750611247,0.24449877750611246
posr,4,1,0.0024449877750611247,0.24449877750611246
osrq,4,1,0.0024449877750611247,0.24449877750611246
srqt,4,1,0.0024449877750611247,0.24449877750611246
aoop,4,1,0.0024449877750611247,0.24449877750611246
5s,2,10,0.02444987775061125,2.444987775061125
5so,3,4,0.009779951100244499,0.9779951100244498
5soo,4,2,0.004889975550122249,0.4889975550122249
sq,2,2,0.004889975550122249,0.4889975550122249
5sq,3,2,0.004889975550122249,0.4889975550122249
sqt,3,2,0.004889975550122249,0.4889975550122249
5sqt,4,2,0.004889975550122249,0.4889975550122249
sqto,4,2,0.004889975550122249,0.4889975550122249
aorq,4,1,0.0024449877750611247,0.24449877750611246
sos,3,1,0.0024449877750611247,0.24449877750611246
nrp,3,1,0.0024449877750611247,0.24449877750611246
5sos,4,1,0.0024449877750611247,0.24449877750611246
sosr,4,1,0.0024449877750611247,0.24449877750611246
srnn,4,3,0.007334963325183374,0.7334963325183375
nnnt,4,1,0.0024449877750611247,0.24449877750611246
rnrp,4,1,0.0024449877750611247,0.24449877750611246
nrpo,4,1,0.0024449877750611247,0.24449877750611246
rntr,4,1,0.0024449877750611247,0.24449877750611246
nrnd,4,2,0.004889975550122249,0.4889975550122249
ntn,3,1,0.0024449877750611247,0.24449877750611246
rtop,4,1,0.0024449877750611247,0.24449877750611246
rntn,4,1,0.0024449877750611247,0.24449877750611246
ntt,3,1,0.0024449877750611247,0.24449877750611246
ttn,3,1,0.0024449877750611247,0.24449877750611246
nnd,3,1,0.0024449877750611247,0.24449877750611246
rntt,4,1,0.0024449877750611247,0.24449877750611246
nttn,4,1,0.0024449877750611247,0.24449877750611246
ttnn,4,1,0.0024449877750611247,0.24449877750611246
tnnd,4,1,0.0024449877750611247,0.24449877750611246
nod,3,2,0.004889975550122249,0.4889975550122249
5pop,4,1,0.0024449877750611247,0.24449877750611246
rnod,4,2,0.004889975550122249,0.4889975550122249
5op,3,4,0.009779951100244499,0.9779951100244498
5opo,4,4,0.009779951100244499,0.9779951100244498
dp,2,1,0.0024449877750611247,0.24449877750611246
odp,3,1,0.0024449877750611247,0.24449877750611246
dpo,3,1,0.0024449877750611247,0.24449877750611246
oodp,4,1,0.0024449877750611247,0.24449877750611246
odpo,4,1,0.0024449877750611247,0.24449877750611246
dpop,4,1,0.0024449877750611247,0.24449877750611246
2opo,4,7,0.017114914425427872,1.7114914425427872
osa,3,1,0.0024449877750611247,0.24449877750611246
aop,3,1,0.0024449877750611247,0.24449877750611246
5tos,4,1,0.0024449877750611247,0.24449877750611246
tosa,4,1,0.0024449877750611247,0.24449877750611246
osao,4,1,0.0024449877750611247,0.24449877750611246
saop,4,1,0.0024449877750611247,0.24449877750611246
aopo,4,1,0.0024449877750611247,0.24449877750611246
ton,3,2,0.004889975550122249,0.4889975550122249
onn,3,4,0.009779951100244499,0.9779951100244498
rton,4,1,0.0024449877750611247,0.24449877750611246
tonn,4,2,0.004889975550122249,0.4889975550122249
onnn,4,1,0.0024449877750611247,0.24449877750611246
nnnn,4,5,0.012224938875305624,1.2224938875305624
oosp,4,1,0.0024449877750611247,0.24449877750611246
spor,4,2,0.004889975550122249,0.4889975550122249
rttr,4,1,0.0024449877750611247,0.24449877750611246
5oq,3,1,0.0024449877750611247,0.24449877750611246
5oqt,4,1,0.0024449877750611247,0.24449877750611246
poso,4,2,0.004889975550122249,0.4889975550122249
soop,4,1,0.0024449877750611247,0.24449877750611246
2qo,3,3,0.007334963325183374,0.7334963325183375
2qoo,4,3,0.007334963325183374,0.7334963325183375
5a,2,4,0.009779951100244499,0.9779951100244498
5ao,3,3,0.007334963325183374,0.7334963325183375
otn,3,3,0.007334963325183374,0.7334963325183375
tno,3,2,0.004889975550122249,0.4889975550122249
5aoo,4,3,0.007334963325183374,0.7334963325183375
ootn,4,3,0.007334963325183374,0.7334963325183375
otno,4,1,0.0024449877750611247,0.24449877750611246
2pot,4,1,0.0024449877750611247,0.24449877750611246
sro,3,2,0.004889975550122249,0.4889975550122249
rrt,3,1,0.0024449877750611247,0.24449877750611246
rtn,3,2,0.004889975550122249,0.4889975550122249
osro,4,1,0.0024449877750611247,0.24449877750611246
sroo,4,2,0.004889975550122249,0.4889975550122249
roor,4,6,0.014669926650366748,1.2224938875305624
orrt,4,1,0.0024449877750611247,0.24449877750611246
rrtn,4,1,0.0024449877750611247,0.24449877750611246
rtnn,4,2,0.004889975550122249,0.4889975550122249
tnnn,4,3,0.007334963325183374,0.7334963325183375
trrn,4,1,0.0024449877750611247,0.24449877750611246
rrnn,4,1,0.0024449877750611247,0.24449877750611246
nsr,3,1,0.0024449877750611247,0.24449877750611246
orns,4,1,0.0024449877750611247,0.24449877750611246
rnsr,4,1,0.0024449877750611247,0.24449877750611246
nsro,4,1,0.0024449877750611247,0.24449877750611246
rnor,4,1,0.0024449877750611247,0.24449877750611246
ppot,4,1,0.0024449877750611247,0.24449877750611246
ppoa,4,1,0.0024449877750611247,0.24449877750611246
poap,4,1,0.0024449877750611247,0.24449877750611246
apot,4,1,0.0024449877750611247,0.24449877750611246
np,2,4,0.009779951100244499,0.9779951100244498
nnp,3,1,0.0024449877750611247,0.24449877750611246
npo,3,3,0.007334963325183374,0.7334963325183375
rnnp,4,1,0.0024449877750611247,0.24449877750611246
nnpo,4,1,0.0024449877750611247,0.24449877750611246
npoo,4,3,0.007334963325183374,0.7334963325183375
toq,3,3,0.007334963325183374,0.7334963325183375
ntoq,4,1,0.0024449877750611247,0.24449877750611246
toqt,4,1,0.0024449877750611247,0.24449877750611246
nnr,3,2,0.004889975550122249,0.4889975550122249
rnnr,4,1,0.0024449877750611247,0.24449877750611246
nnrn,4,2,0.004889975550122249,0.4889975550122249
nrnn,4,2,0.004889975550122249,0.4889975550122249
3os,3,1,0.0024449877750611247,0.24449877750611246
3ost,4,1,0.0024449877750611247,0.24449877750611246
do,2,1,0.0024449877750611247,0.24449877750611246
5tq,3,2,0.004889975550122249,0.4889975550122249
odo,3,1,0.0024449877750611247,0.24449877750611246
don,3,1,0.0024449877750611247,0.24449877750611246
5tqo,4,2,0.004889975550122249,0.4889975550122249
tqot,4,2,0.004889975550122249,0.4889975550122249
qoto,4,2,0.004889975550122249,0.4889975550122249
oodo,4,1,0.0024449877750611247,0.24449877750611246
odon,4,1,0.0024449877750611247,0.24449877750611246
donn,4,1,0.0024449877750611247,0.24449877750611246
rtot,4,1,0.0024449877750611247,0.24449877750611246
toto,4,1,0.0024449877750611247,0.24449877750611246
qqq,3,1,0.0024449877750611247,0.24449877750611246
orqq,4,2,0.004889975550122249,0.4889975550122249
rqqq,4,1,0.0024449877750611247,0.24449877750611246
qqqt,4,1,0.0024449877750611247,0.24449877750611246
qqtp,4,1,0.0024449877750611247,0.24449877750611246
tpot,4,1,0.0024449877750611247,0.24449877750611246
potp,4,1,0.0024449877750611247,0.24449877750611246
tqt,3,1,0.0024449877750611247,0.24449877750611246
5por,4,1,0.0024449877750611247,0.24449877750611246
rtqt,4,1,0.0024449877750611247,0.24449877750611246
tqtr,4,1,0.0024449877750611247,0.24449877750611246
rnp,3,3,0.007334963325183374,0.7334963325183375
ornp,4,2,0.004889975550122249,0.4889975550122249
rnpo,4,2,0.004889975550122249,0.4889975550122249
1qts,4,1,0.0024449877750611247,0.24449877750611246
1ots,4,1,0.0024449877750611247,0.24449877750611246
rorq,4,1,0.0024449877750611247,0.24449877750611246
rqqt,4,1,0.0024449877750611247,0.24449877750611246
otpp,4,1,0.0024449877750611247,0.24449877750611246
qn,2,2,0.004889975550122249,0.4889975550122249
5ss,3,2,0.004889975550122249,0.4889975550122249
sso,3,1,0.0024449877750611247,0.24449877750611246
sop,3,3,0.007334963325183374,0.7334963325183375
rqn,3,2,0.004889975550122249,0.4889975550122249
5sso,4,1,0.0024449877750611247,0.24449877750611246
ssop,4,1,0.0024449877750611247,0.24449877750611246
sopp,4,1,0.0024449877750611247,0.24449877750611246
orqn,4,2,0.004889975550122249,0.4889975550122249
tttt,4,1,0.0024449877750611247,0.24449877750611246
tttr,4,2,0.004889975550122249,0.4889975550122249
1qqo,4,1,0.0024449877750611247,0.24449877750611246
popp,4,2,0.004889975550122249,0.4889975550122249
trnd,4,3,0.007334963325183374,0.7334963325183375
td,2,2,0.004889975550122249,0.4889975550122249
rtd,3,2,0.004889975550122249,0.4889975550122249
trtd,4,1,0.0024449877750611247,0.24449877750611246
ortd,4,1,0.0024449877750611247,0.24449877750611246
osop,4,1,0.0024449877750611247,0.24449877750611246
sopo,4,2,0.004889975550122249,0.4889975550122249
ponn,4,1,0.0024449877750611247,0.24449877750611246
pod,3,1,0.0024449877750611247,0.24449877750611246
drr,3,1,0.0024449877750611247,0.24449877750611246
ppod,4,1,0.0024449877750611247,0.24449877750611246
podr,4,1,0.0024449877750611247,0.24449877750611246
odrr,4,1,0.0024449877750611247,0.24449877750611246
drrn,4,1,0.0024449877750611247,0.24449877750611246
qtt,3,2,0.004889975550122249,0.4889975550122249
rqtt,4,1,0.0024449877750611247,0.24449877750611246
qttr,4,1,0.0024449877750611247,0.24449877750611246
1pp,3,2,0.004889975550122249,0.4889975550122249
1ppo,4,1,0.0024449877750611247,0.24449877750611246
rttt,4,1,0.0024449877750611247,0.24449877750611246
